,raw,processed,label,Predict
8061,"@RoisSurono @Ameeranti @fadlizon Saya dengar"" begitu. Aslinya PPKM diberlakukan mpe des dg cara dicicil untuk menghindari demo kemarahan rakyad kecil sekaligus testing the water smpe 2024. Klw amn dijadiin alasan darurat pandemi mpe 2027. Udah di awali dg statemen calo kekuasaan pedagang suara KPU",saya dengar begitu aslinya ppkm diberlakukan sampai des dengan cara dicicil untuk menghindari demo kemarahan rakyad kecil sekaligus testing the water sampai kalau amn dijadikan alasan darurat pandemi sampai sudah di awali dengan statemen makelar kekuasaan pedagang suara kpu,0,0
1957,"@filyamustika Disini susah, kudu pake suket domisili dari pak RT/RW atau pake suket dr kantor. Laaahh PPKM gini disuruhnya juga pake surat2an segala.",disini susah harus pakai suket domisili dari pak rw atau pakai suket dari kantor lah ppkm begini disuruhnya juga pakai surat an segala,0,0
6386,"Ayo
#TetapProkesJanganKendor
Sekarang jadikan protokol kesehatan menjadi hal yang wajib dilakukan dalam beraktifitas sehari hari khususnya saat ini dalam pemberlakuan PPKM level 4 https://t.co/MeWsnSQRrs",ayo sekarang jadikan protokol kesehatan menjadi hal yang wajib dilakukan dalam beraktifitas sehari hari khususnya saat ini dalam pemberlakuan ppkm level,2,2
2846,"@dr_koko28 warung di pinggir jalan dibubarkan, tidak ada kompensasi! 
PPKM yang hanya membuat pedagang susah, lebih baik dihentikan.
coba berpikir cari konsep PPKM yang benar.
kalau rakyat dicukupi kebutuhannya selama sebulan, rakyat pasti patuh tidak keluar rumah sebulan!",warung di pinggir jalan dibubarkan tidak ada kompensasi ppkm yang hanya membuat pedagang susah lebih baik dihentikan coba berpikir cari konsep ppkm yang benar kalau rakyat dicukupi kebutuhannya selama sebulan rakyat pasti patuh tidak keluar rumah sebulan,0,0
9165,kenapa sih padang harus ppkm 😢,kenapa sih padang harus ppkm,1,0
2517,"PPKM tuh bisa di pake buat gombal
.
.
PPKM tukang rujak ya?
Kok tau?
Karena kamu telah mengulek ngulek hatiku",ppkm itu bisa di pakai buat suka merayu ppkm tukang rujak iya kok tahu karena kamu telah mengulek ngulek hatiku,1,1
7712,@OposisiCerdas Meroket sekarang semua pasti setuju. Keburu mati ppkm levet 11 ribu T,meroket sekarang semua pasti setuju terlanjur mati ppkm levet ribu,0,0
4834,trus nanti ada ppkm lv 10+++++ https://t.co/NEkna39hzd,terus nanti ada ppkm lv,0,1
9736,"@bertanyarl Membabu di rumah, pengen main juga tapi kan ppkm😐",membabu di rumah mau main juga tapi kan ppkm,0,0
7420,"@whaliephany Jika September PPKM berlanjut ,kami tenant mall terpaksa harus rumahkan seluruh karyawan dan cut operasional karna cash flow sudah tak kuat untuk beban ops 😇",jika september ppkm berlanjut kami tenant mall terpaksa harus rumahkan seluruh karyawan dan cut operasional karena cash flow sudah tidak kuat untuk beban ops,0,0
9683,"#PatuhProkesHargaMati

Dukung perpanjangan PPKM darurat Level 4 https://t.co/FjgcoaartM",dukung perpanjangan ppkm darurat level,2,2
5279,"berharap bgt tgl 2 itu bnr2 terakhir ppkm, sue emang..",berharap banget tanggal itu benar terakhir ppkm sue memang,0,0
2531,"@missname88 @VIVAcoid Psbb wewenang daerah, kalau ppkm iti memang dr pusat, Q jd bingung dengan mu 🤔",psbb wewenang daerah kalau ppkm iti memang dari pusat jadi bingung dengan mu,1,0
5331,Udah sih ppkm gausah diperpanjang 😩,sudah sih ppkm tidak usah diperpanjang,0,0
2913,@fauziojii_ @MelayuSejahtera Yg susah adalah yg berpikiran sempit. PpKM utk keselamatan bersama Bro. Nanti klo semua udah vaksin ya silahkan bebas.,yang susah adalah yang berpikiran sempit ppkm untuk keselamatan bersama saudara laki-laki nanti kalau semua sudah vaksin iya silakan bebas,2,2
9081,"Kuatin lagi pundaknya, baru liat berita. PPKM diperpanjang. Aku udah pusing bgt gada pemasukan. Sana sini gada panggilan kerja. Badanku dah down parah. Aku paksain juga ga bisa. Aku harus apa 😭 gapapa yau gapapa, yuk bisa. Pelan pelan yaa, harus sembuh dulu. Bismillah",kuatin lagi pundaknya baru lihat berita ppkm diperpanjang saya sudah pusing banget tidak ada pemasukan sana sini tidak ada panggilan kerja badanku sudah down parah saya memaksa juga tidak bisa saya harus apa gapapa yau gapapa yuk bisa pelan pelan ya harus sembuh dulu bismillah,0,0
3708,@Ariesaas_ Ppkm nya berlevel level teh wkwk,ppkm nya berlevel level kakak perempuan wkwk,1,1
7616,"Libur telah tiba, libur telah tiba.. 
Tapi ppkm..... 

#PpkmDiperpanjang https://t.co/epLRR8J5zz",libur telah tiba libur telah tiba tapi ppkm,1,0
4984,@silendyou Woi bangun woi ppkm udahan😏,woi bangun woi ppkm udahan,1,1
2453,Libur dulu ya latihan nya. Ada PPKM Darurat,libur dulu iya latihan nya ada ppkm darurat,0,1
1919,"Tinggal bilang saja kalau ppkm darurat itu tidak di perpanjang. Gitu aja kok repot muter2 ngomongnya. Jujur apa adanya itu memang gak mudah, terlalu mewah itu bagi elite2 penguasa rupanya https://t.co/WyBFF7qV79",tinggal bilang saja kalau ppkm darurat itu tidak di perpanjang begitu saja kok repot muter mengomongnya jujur apa adanya itu memang enggak mudah terlalu mewah itu bagi elite penguasa rupanya,0,0
5376,AKU SUKA PPKM TAPI GAPAKE PP,saya suka ppkm tapi enggak pakai pulang pergi,1,1
7383,"Ini dari kemarin kemarin baru berita nih udah rame baru di liput tv 😂😂, presiden Jokowi di gugatan para pedagang , usaha UMKM ..mengenai ppkm 😅... Berarti banyak yg udah ga percaya sama pemerintah ..vaksin aja semrawut 😁, itu baru vaksin pertama 🤣",ini dari kemarin kemarin baru berita ini sudah ramai baru di liput tv presiden jokowi di gugatan para pedagang usaha umkm mengenai ppkm berarti banyak yang sudah tidak percaya sama pemerintah vaksin saja semrawut itu baru vaksin pertama,0,0
4366,"Kegiatan kamu selama ppkm apa?
Kerja
Kerja
Kerja
Swab
Dah gitu aja muter terus gak kelar kelar.",kegiatan kamu selama ppkm apa kerja kerja kerja swab sudah begitu saja muter terus enggak kelar kelar,1,0
6127,@blueanchovy_ @AllRiseSilver Lg sepi orderan gegara ppkm bun,lagi sepi orderan gara-gara ppkm bun,0,0
6240,Plis kalo tar ppkm di perpanjang lg plis we plis:),plis jika nanti ppkm di perpanjang lagi plis aku plis,1,1
6163,"Balonku ada lima
Rupa rupa warnanya
PPKM masih ada
Eh ara kamu blm ada yg punya ?
Sni sama aku aja ♥

Jangan di nyanyiin wkwkwk
@N_AraJKT48 @Celine_JKT48
@paragonpics_ #MabarValkyrie48",balonku ada lima rupa rupa warnanya ppkm masih ada eh ara kamu belum ada yang punya sini sama saya saja jangan di menyanyikan wkwkwk,1,1
5968,bertanya pada diri sendiri pada saat lockdown akibat corona ft ppkm lvl lvl an https://t.co/wVC8au8JmK,bertanya pada diri sendiri pada saat lockdown akibat corona ft ppkm lvl lvl an,1,1
2682,"@Aguiailue @TejaAru05798875 @AREAJULID kakakku ga wfh, dia kerja pabrik tetep masuk bahkan PPKM diterobos udah masuk berita.",kakakku tidak wfh dia kerja pabrik tetap masuk bahkan ppkm diterobos sudah masuk berita,0,0
2114,@Mdy_Asmara1701 Mohon pencerahan apa yg harus kami perbuat dari yg saya yakini bahwa d Banda Aceh bakal terjadi ketidak Adilan dalam penerapan PPKM. PKL cuma blh melayani pembeli  sampai pukul 20.00 semntara restoran boleh melayani pembeli 24 jam.,mohon pencerahan apa yang harus kami perbuat dari yang saya yakini bahwa banda aceh bakal terjadi ketidak adilan dalam penerapan ppkm pkl cuma boleh melayani pembeli sampai pukul semntara restoran boleh melayani pembeli jam,0,0
7354,"@Spriebadi @bunga_rampai01 lg ppkm ogah keluar""",lagi ppkm tidak mau keluar,1,1
2650,"@wonggbudi Horee siap uncle 🥳
Semoga jadi Rezeki saat PPKM 😚😎",horee siap uncle semoga jadi rezeki saat ppkm,2,2
9097,"@farhanlontong Kalo memang terpaksa keluar, taat prokes aja sih. Tpi emg toko nya buka pas ppkm gni ?",jika memang terpaksa keluar taat prokes saja sih tapi memang toko nya buka pas ppkm begini,2,2
7094,"Kayaknya sih iya, PPKM dilanjutkan sampai 2024 👍 https://t.co/xnC2Fi44Bk",sepertinya sih iya ppkm dilanjutkan sampai,0,1
7774,"Kritik di Medsos : Kena UU ITE
Kritik di Tembok/Mural : Kena pasal KUHP
Protes PPKM ditrotoar pakai bikini : Kena Hukuman 10 tahun penjara.
Giliran artis yang ngentod sembarangan padahal udah punya suami aja dibiarin udah tuh nobar satu kantor penyelidikan🤣🤣",kritik di media sosial kena uu ite kritik di tembok mural kena pasal kuhp protes ppkm ditrotoar pakai bikini kena hukuman tahun penjara giliran artis yang ngentod sembarangan padahal sudah punya suami saja dibiarkan sudah itu nonton bareng satu kantor penyelidikan,0,0
6334,"@RstmBcl @july_77a @45_fifi @Lemp3r @zaizul_abidin @tnmuda @Iding30 @4bby5 @M3ChaN_1 @L1L178 @sami86pilang @aariejazz @veloalre @Don_Bungah @bunga_lao @Cupidlucky2 @LekMarteg @TikaRi_Na @trewellu @Wandystjk @callBaja @afif_lmg Ngk ada bang perayaannya.. 
PPKM soale.",enggak ada mas perayaannya ppkm soalnya,0,1
4176,"[bgr] mau nanya, ada yang pernah naik krl pas ppkm? Nanti aku mau nanya2, makasih yaaa",bgr mau tanya ada yang pernah naik krl pas ppkm nanti saya mau tanya terima kasih iya,1,1
8276,"Ppkm diperpanjang terus, kapan ketemu temen hidupnya??",ppkm diperpanjang terus kapan ketemu teman hidupnya,1,0
1346,hari terakhir wfh dalam rangka ppkm darurat -- sebelum (sepertinya) ppkm darurat diperpanjang.,hari terakhir wfh dalam rangka ppkm darurat sebelum sepertinya ppkm darurat diperpanjang,1,1
6797,"Kyknya badut hyx udah kebal sama php ppkm 

Soalnya kita badut hyx udah diphp hyx 5 bulan",kayaknya badut hyx sudah kebal sama php ppkm soalnya kita badut hyx sudah diphp hyx bulan,0,0
8775,"PPKM, Percepatan Penegakan Khilafah ala Min hajin nubuwwah
#SyariahPalingAdil",ppkm percepatan penegakan khilafah ala min hajin nubuwwah,1,0
5422,Ppkm masih diperpanjang lagi ga sih guys?,ppkm masih diperpanjang lagi tidak sih teman-teman,1,1
7747,"@17xtcyy @FWBESS Mending di rumah aja, kan ppkm.",lebih baik di rumah saja kan ppkm,1,1
8203,@DKIJakarta @fahdrizal thn 2020 min?? yg ketentuan ppkm baru 2021 ?,tahun min yang ketentuan ppkm baru,1,1
1963,"PPKM
Punten Pak Kapan mundur
#MundurAjaPakde #PPKM",ppkm punten pak kapan mundur,0,0
8513,@Bapakmu39212140 @rafa_fazlur @befairy_ @xhimple_ @sosmedkeras pas pandemi kak abis lebaran kemarin tapi mungkin semenjak ppkm tutupnya jam 8,pas pandemi kak habis lebaran kemarin tapi mungkin semenjak ppkm tutupnya jam,1,1
6499,"Agar terhidari dari C_19 patuhi PPKM.Dan tetap jaga jarak,jaga jarak sama mantan ajh kamu bisa moso sama wabah ga bisa 😁

Semangat pagi 
Semangat meningkatkan imun 😊 https://t.co/4kTCjz9ZlJ",agar terhidari dari patuhi ppkm dan tetap jaga jarak jaga jarak sama mantan saja kamu bisa masa sama wabah tidak bisa semangat pagi semangat meningkatkan imun,2,2
9425,@potovideoapik @TretanMuslim PPKM diperpanjang sampai 18 cm.,ppkm diperpanjang sampai cuma,1,1
8033,Ppkm di perpanjang sampe kamu sadar kalo kamu itu cuma badutnya dia doang.,ppkm di perpanjang sampai kamu sadar jika kamu itu cuma badutnya dia doang,1,1
7068,"Ppkm diperpanjang sampe nabi isa turun. Berarti Dajjal ga akan ke indo. Nyabarin fitnahnya daring, lewat zoom. Astaga.",ppkm diperpanjang sampai nabi isa turun berarti dajjal tidak akan ke indonesia nyabarin fitnahnya online lewat zoom astaga,0,0
833,"Mulai dari artikel gejala batuk pilek COVID-19 pada anak hingga Anies mengamuk karena ibu hamil masih ke kantor saat PPKM darurat jadi yang terpopuler, Bunda. https://t.co/mfS7ukMId3",mulai dari artikel gejala batuk pilek covid pada anak hingga anies mengamuk karena ibu hamil masih ke kantor saat ppkm darurat jadi yang terpopuler bunda,1,0
6237,"@lyydly Calm, habis ppkm hura² sampe loss doll😂",calm habis ppkm hura sampai kamu doll,2,1
3997,@c4ppucinoo mending pkn daripada ppkm,lebih baik pkn daripada ppkm,0,1
8409,pengiriman ppkm telatnya lama ga ? https://t.co/KJh6d7GaaZ,pengiriman ppkm telatnya lama tidak,1,1
4074,@isaeramao Ppkm sist nanti kena hujat kek ntu selebtok birthday party🤭🤭,ppkm sist nanti kena hujat kayak ntu selebtok birthday party,1,0
2903,"@mohmahfudmd Kok ga sensitif pak, post seperti ini di waktu ppkm darurat. Tidak sensitif. Sayang sekali",kok tidak sensitif pak post seperti ini di waktu ppkm darurat tidak sensitif sayang sekali,0,0
5067,Beli paket dari semarang paketnya mampir ke Jambi baru ke surabaya eh kena ppkm sudah hampir 10 hari belum sampai juga paketnya 😞,beli paket dari semarang paketnya mampir ke jambi baru ke surabaya eh kena ppkm sudah hampir hari belum sampai juga paketnya,0,0
9383,@Kanseulir @Santi_awat Katanya ppkm sudah darurat tapi asing kok bebas masuk,katanya ppkm sudah darurat tapi asing kok bebas masuk,0,0
8968,@Widyarenee_ Patuhi PPKM...,patuhi ppkm,2,2
8870,"Kerja bersama nangani Covid, pesan Presiden AS sama dengan pesan Presiden Indonesia. Memang harusnya begitu, bukan nyinyir di sosmed &amp; bikin gaduh sendiri, tapi do nothing. Yuk vaksin &amp; patuh prokes 6M, spy PPKM darurat cepet selesai https://t.co/zMt4Mq1Hjz",kerja bersama nangani covid pesan presiden as sama dengan pesan presiden indonesia memang harusnya begitu bukan nyinyir di sosmed amp buat gaduh sendiri tapi di nothing yuk vaksin amp patuh prokes supaya ppkm darurat cepat selesai,2,2
8883,"@memefess PPKM:

Pemerintah Pada Kemana Moralnya?!",ppkm pemerintah pada kemana moralnya,0,0
2150,"morning yall, ppkm enaknya main game apa ya",morning yall ppkm enaknya main permainan apa iya,1,1
3017,Wes wes ini PPKM sangat sangat Dzolim Dzolim &amp; Dzolim,wes wes ini ppkm sangat sangat dzolim dzolim amp dzolim,0,0
6890,@marlina_idha Ppkm ketengan,ppkm ketengan,1,1
1862,"ppkm cepet selesai dong, gue kangen mau main sama temen 😫",ppkm cepat selesai dong aku kangen mau main sama teman,0,0
1197,"Varian Delta ini daya serangnya memang luar biasa. Di semua negara pasien terpapar Vovid-19 naik lagi, termasuk Singapura. Patuhi PPKM Darurat, Protokol Kesehatan 6, vaksin bagi yg belum, bantu sesama &amp; saling menjaga. Banyak tempat yg menyediakan vaksin #vaksindemilindungiri https://t.co/yN1YOAX8MG",varian delta ini daya serangnya memang luar biasa di semua negara pasien terpapar vovid naik lagi termasuk singapura patuhi ppkm darurat protokol kesehatan vaksin bagi yang belum bantu sesama amp saling menjaga banyak tempat yang menyediakan vaksin,2,2
8310,"Pandemi cepetan ilangnya, aku mau magang susah bangettt kaga ada yg nerima selama ppkm😭😭",pandemi cepatan ilangnya saya mau magang susah banget tidak ada yang menerima selama ppkm,0,0
9735,"@oikawakiw Udah gersang ini dompet sama rekening gara"" ppkm makin lama💔🤧",sudah gersang ini dompet sama rekening gara ppkm makin lama,0,0
8953,@txtdrberseragam Yok  masa ppkm gini tp kangen jogja :' https://t.co/dUyC3bGMzn,yuk masa ppkm begini tapi kangen jogja,1,1
1429,"Anjir bingung mo makan apa niw lebaran mana  udh ppkm, warung2 pada nutup semua lagi",  bingung mau makan apa niw lebaran mana udah ppkm warung pada nutup semua lagi,0,0
4588,"Satpol PP disaat PPKM
bisa jadi Satpol PP PPKM🤭",satpol pulang pergi disaat ppkm bisa jadi satpol pulang pergi ppkm,1,0
6301,kebanyakan ppkm menyebabkan wibu tidak bisa membedakan mana yang nyata mana yang anime https://t.co/RZu5Cxjenx,kebanyakan ppkm menyebabkan wibu tidak bisa membedakan mana yang nyata mana yang anime,1,1
4712,@LTRFESS Ppkm tau,ppkm tahu,1,1
5851,"Kalau PPKM perpanjangan ini belum juga nampak hasilnya,

kita ganti cat saja !",kalau ppkm perpanjangan ini belum juga menampak hasilnya kita ganti cat saja,0,1
6134,"@afifahafra79 Betul. Saya yang biasa jualan buku (sebagai reseller) juga merasakan yg sama. Gudang penerbit yg biasa buka pameran, kini tutup. Seller yg dekat lokasi gudang gak bisa ke sana karena ppkm.",betul saya yang biasa jualan buku sebagai reseller juga merasakan yang sama gudang penerbit yang biasa buka pameran kini tutup seller yang dekat lokasi gudang enggak bisa ke sana karena ppkm,0,0
1153,"@XLG4ever @thata_oktv Kan kasian....,
Udahlah jomblo, kena PPKM pula...
Mending yg kedua, masih ketemu sesekali....😂😂🤣😂🤣",kan kasihan sudahlah tidak punya pacar kena ppkm pula lebih baik yang kedua masih ketemu sesekali,1,1
3773,"@mancall_look77 PPKM, program tipu²",ppkm program tipu,0,0
5749,"@binnafahrianim Daring terus cape bun, padahal dari agustus 2020 - juni 2021 kemarin dah masuk. Skrg ppkm jadi daring :(",online terus lelah bun padahal dari agustus juni kemarin sudah masuk sekarang ppkm jadi online,0,0
4379,"@Bukelapak @Gerakarus @Recht_Reo @ainunnajib Lah. Opini ente ini ringkes amat kaya pendemo PPKM entu ama Terkesan terBuru"".  Ente  mo Siap"" pegih demo nih yak?",lah opini ente ini ringkes amat kayak pendemo ppkm entu sama terkesan terburu ente mau siap pegih demo ini iya,0,0
4265,"Cobain pak sini positif di kampung, betapa dikucilkan nya wkwk
#Covid_19 #DPR #PPKM #PPKMLevel4 https://t.co/sOJkY6Lssj",coba pak sini positif di kampung betapa dikucilkan nya wkwk,0,0
2210,"@kkummambam maaci kamu juga smangat💪🏻
ppkm ga ppkm ga ngefek soalnya ak di industri jd ttp masuk full gaada yg wfh samsek wkwk",maaci kamu juga semangat ppkm tidak ppkm tidak ngefek soalnya aku di industri jadi tetap masuk full tidak ada yang wfh sama sekali wkwk,1,2
2515,"@musaKSQ Stop pemberitaan kopit
Stop fucksin
Stop brisik ambulance
(Karna jlanan kosong di ppkm)
Stop wna/tka
Stop juga tes2 rupat rapit",stop pemberitaan kopit stop fucksin stop brisik ambulance karena jlanan kosong di ppkm stop wna tka stop juga tes rupat rapit,0,0
3686,"@cnbcindonesia PPKM level 4 diperpanjang, tapi aturan mainnya diubah ,dilonggarkan.
lalu apa fungsinya level.
harusnya kan ada aturan main di setiap level.
ini salah satu bukti kalau kebijakannya asbun.",ppkm level diperpanjang tapi aturan mainnya diubah dilonggarkan lalu apa fungsinya level harusnya kan ada aturan main di setiap level ini salah satu bukti kalau kebijakannya asal bunyi,0,0
2260,"PPKM uda masuk satu minggu dan aku cuma keluar cluster 1x buat beli sayur 😅
tp keknya ga PPKM jg bakal gitu sih 😂",ppkm sudah masuk satu minggu dan saya cuma keluar cluster buat beli sayur tapi kayaknya tidak ppkm juga bakal begitu sih,1,0
7077,"Ppkm kapan beresnya si, pengen liburan gw😤",ppkm kapan beresnya sih mau liburan aku,0,0
6859,@Jayabay19479190 Masih PPKM coy...lbh afdhol dananya buat bantu masyarakat yg membutuhkan,masih ppkm coy lebih afdhol dananya buat bantu masyarakat yang membutuhkan,1,2
4467,"@collegemenfess @imurbbyygurl libur 1 bulan, eh kepotong ppkm",libur bulan eh kepotong ppkm,1,0
605,"@susucapi Dan beginilah suasana PPKM darurat di Wembley, London! Wkkww 😂 https://t.co/3E2toxcnvv",dan beginilah suasana ppkm darurat di wembley london wkkww,1,1
5363,"@bertanyarl Jangann ya Allah jangaannnn plissss membaikkk yaaa membaikkkk jadi ppkm gak diperpanjang, terus semuanya lama2 beresss ya Allah capekkk tauu capekkkk",jangann iya allah jangaan plis membaik iya membaik jadi ppkm enggak diperpanjang terus semuanya lama beres iya allah cape tau cape,0,0
9267,"@aewin86 Berkaca pd upaya2 negara lain dlm mengatasi pandemi covid-19, upaya
#JokowiAtasiPandemi sdh sgt optimal. 
Beliau menetapkan PPKM/PSBB dg memperhatikan karakteristik bangsa ini shg scr ekonomi kita tdk terjun bebas melainkan bs bertahan &amp; bs cepat pulih.",berkaca pada upaya negara lain dalam mengatasi pandemi covid upaya sudah sangat optimal beliau menetapkan ppkm psbb dengan memperhatikan karakteristik bangsa ini sehingga secara ekonomi kita tidak terjun bebas melainkan bisa bertahan amp bisa cepat pulih,2,2
5650,"Klo pake UU karantina, klo gagal alias makin parah pandeminya ya pasti semua nyalahinnya  presiden. Klo pake ppkm, klo gagal nanganin pandemi ya gubernur yg paling terdepan dicaci maki, walau ada ppkm sgala macem pasti ada kebijakan setiap daerah yg berbeda2.",kalau pakai uu karantina kalau gagal alias makin parah pandeminya iya pasti semua nyalahinnya presiden kalau pakai ppkm kalau gagal nanganin pandemi iya gubernur yang paling terdepan dicaci maki walau ada ppkm sgala macam pasti ada kebijakan setiap daerah yang berbeda,0,0
1758,ppkm diperpanjang = ngga kencan . fix jomblo lebih lama lagi :)),ppkm diperpanjang tidak kencan fix tidak punya pacar lebih lama lagi,1,1
1483,"Hidup - Mati Warga URUSAN Warga... selain itu hanya Statistik Pemerintah.

PPKM hanya menyengsarakan Warga https://t.co/9cU3qq0sBA",hidup mati warga urusan warga selain itu hanya statistik pemerintah ppkm hanya menyengsarakan warga,0,0
4900,"@subschfess klo kumpul2 walaupun taat prokes trs ketauan org banyak pas ppkm gini malu bgt anjir, gaenak sm yg kerja dibatesin.",kalau kumpul walaupun taat prokes terus ketahuan orang banyak pas ppkm begini malu banget   tidak enak sama yang kerja dibatesin,0,0
2691,@indhp284 Apalah arti ppkm ya wkwkw,apalah arti ppkm iya wkwkw,1,1
5309,Ppkm terus aja di perpanjang sampe gfriend redebut,ppkm terus saja di perpanjang sampai gfriend redebut,1,1
4896,PPKM kapan berhenti P Jok ....kok nyambung terus ....,ppkm kapan berhenti jok kok menyambung terus,0,0
6871,[] anjay udh kgk ppkm lagi sayank.,anjay udah tidak ppkm lagi sayank,1,1
1426,"Masjid² di sekitar rmh sy di Kota Bekasi masih menyelenggarakan sholat ied adha... pembangkangan PPKM Darurat. Kesombongan berbalut religius. 
@pemkotbekasi
@mas_triadhianto @jokowi @ridwankamil @kemendagri",masjid di sekitar rumah saya di kota bekasi masih menyelenggarakan sholat ied adha pembangkangan ppkm darurat kesombongan berbalut religius,0,0
496,@KomatKamiit @jokowi Yuk disiplin prokes dan patuhi PPKM Darurat,yuk disiplin prokes dan patuhi ppkm darurat,2,2
7624,Habis PPKM terbitlah hujan.,habis ppkm terbitlah hujan,1,1
3703,"@taatprokes Agendakan segera setelah ppkm usai 
Catat tanggal &amp; jamnya",agendakan segera setelah ppkm usai catat tanggal amp jamnya,1,1
758,"@Widyarenee_ @lizaariani5 Gmn dgn wilayah Jokja, Jateng, Jatim dan Jabar yg banyak buruh harian lepasnya, yg setiap hr hrs menapkahi keluarganya, apa pemerintah pusat dan daerah mau membiayai hidup pr buruh itu slm ppkm darurat.",gimana dengan wilayah jokja jateng jatim dan jabar yang banyak buruh harian lepasnya yang setiap hari harus menapkahi keluarganya apa pemerintah pusat dan daerah mau membiayai hidup pr buruh itu selama ppkm darurat,0,0
837,@conspiracii beres ppkm,beres ppkm,1,1
4157,"""Loh nikah pas ppkm?. Awas ditindak loh dikeluarga kita ada satgas covid.""

Ya emng yang tau mas ari aja si wkwk. Liat sikonnya dulu nanti kalo banyak bgt siap2 datengin lurahnya aja sie wkwk.",loh nikah pas ppkm awas ditindak loh dikeluarga kita ada satgas covid iya memang yang tahu mas ari saja sih wkwk lihat sikonnya dulu nanti jika banyak banget siap datengin lurahnya saja sih wkwk,0,0
4534,ppkm trus https://t.co/n4riL33cD2,ppkm terus,1,1
1022,"@legnobronzee Terakhir jualannya malem² bagi sembako 🙊

PPKM yg skrg itu tdk seperti PSBB kemaren, masyarakat sbnrnya udh sadar covid-19 itu ada, tiap hari ada aja berita duka cita dari toa mesjid.",terakhir jualannya malam bagi sembilan bahan pokok ppkm yang sekarang itu tidak seperti psbb kemarin masyarakat sebenarnya udah sadar covid itu ada tiap hari ada saja berita duka cita dari toa mesjid,0,0
8591,"@sandiuno Bapak yg pernah saya dukung di pigub ,DKI dan PILPRES rasanya  PPKM darurat atau gawat atau urgen apapun namanya,klo msh ad dusta di antara kita ya susah terwujud,kita terlalu banyak di bohongi,",bapak yang pernah saya dukung di pigub dki dan pilpres rasanya ppkm darurat atau gawat atau urgen apapun namanya kalau masih ada dusta di antara kita iya susah terwujud kita terlalu banyak di bohongi,0,0
5815,"@korantempo Rakyat sih biasa2 saja .. menjadi hiburan dikala PPKM. 
Sdh biasa ditipu.",rakyat sih biasa saja menjadi hiburan dikala ppkm sudah biasa ditipu,0,0
5353,@bertanyarl ini mah ppkm ngalahin jembatan sirotol mustaqim kalo di perpanjang lagi.,ini mah ppkm mengalahkan jembatan sirotol mustaqim jika di perpanjang lagi,0,1
1057,Pendek aja bikin gaduh apalagi di perpanjang...(ppkm),pendek saja buat gaduh apalagi di perpanjang ppkm,0,0
1726,PPKM : plonga plongo kurang money,ppkm plonga plongo kurang money,0,0
5477,@sijioneloro Pak satpam. Lagi ppkm 😃,pak satuan pengamanan lagi ppkm,1,1
3790,@IndiHoam ppkm bos,ppkm bos,1,1
7468,toko di mall tuh tetep buka ga sih ppkm gini? mau ke DIY,toko di mall itu tetap buka tidak sih ppkm begini mau ke daerah istimewa yogyakarta,1,1
3639,@lui1w3 Ppkm udh kaya bon cabe ada levelnya 😂 bisa dine in tp max 20menit waktu nya bisa2 org keselek pas makan saking buru2 nya😂,ppkm udah kayak bon cabe ada levelnya bisa dine ini tapi max menit waktu nya bisa orang keselek pas makan saking buru nya,0,0
7750,"Kurangajar Liga Inggris ga Prokes. 
Ga tahu apa lagi PPKM https://t.co/MdkL1CankZ",kurangajar liga inggris tidak prokes tidak tahu apa lagi ppkm,0,0
3931,"PPKM level 4
Ekonomi nyungsep Level 5",ppkm level ekonomi nyungsep level,0,0
4772,"@afrkml Alhamdulillah aku. 
Udah swab 2 kali negatif. 
Padahal dari awal maret 2020 selalu full kerja sampe ppkm 2021. Alhamdulillah bersyukur banget.",alhamdulillah saya sudah swab kali negatif padahal dari awal maret selalu full kerja sampai ppkm alhamdulillah bersyukur banget,2,2
1544,"PPKM dengan konsep baru. PPKM perlu untuk menekan angka positif covid dan menekan penyebaran penularan. Yang perlu dievaluasi konsepnya krn semua lini kehidupan harus berjalan.

Makanya Vaksin..!!! Ayo Vaksin..!! https://t.co/Uyrhe5Xymn",ppkm dengan konsep baru ppkm perlu untuk menekan angka positif covid dan menekan penyebaran penularan yang perlu dievaluasi konsepnya karena semua lini kehidupan harus berjalan makanya vaksin ayo vaksin,2,1
4981,"Demi Keselamatan Rakyat, Wakil Ketua DPR Dukung PPKM Diperpanjang
https://t.co/4ZZpNC52za 
Bersatu Tuntaskan Pandemi https://t.co/rJCq6QVey6",demi keselamatan rakyat wakil ketua dewan perwakilan rakyat dukung ppkm diperpanjang bersatu tuntaskan pandemi,2,2
8895,"@P3nj3l4j4h_id Saya menyesal mendukung pakde @jokowi jika ppkm di perpanjang lagi , saya mengalami sendiri susah nya kmarin saya mengantar adik mau ke rumah sakit , saya mendatangi 5 rumah sakit di surakarta ,namung semua nya menolak dikarenakan kuota penuh , yh saya jengkelkan  jln pda d tutup",saya menyesal mendukung pakde jika ppkm di perpanjang lagi saya mengalami sendiri susah nya kemarin saya mengantar adik mau ke rumah sakit saya mendatangi rumah sakit di surakarta namung semua nya menolak dikarenakan kuota penuh ya saya jengkelkan jalan pada tutup,0,0
